id,comment,food,drink,price,staff,service,space,hygiene
449,"-- KHÔNG GIAN: quán lấy 1 phần nhỏ diện tích của nhà hát làm quán cafe. Ngồi ở đây buổi sáng là mát nhất, buổi chiều thì nắng chíu trực tiếp vô quán nên cực kỳ nóng, buổi tối thì có gió mới mát vì nắng cả ngày nên hơi nóng từ nền, tường bắt đầu toả ra. Quán nhìn từ bên ngoài vào thấy 2 tầng khá đẹp nhưng bên trong thì mình thấy hơi chật và rối rối. Đỗ xe ngay trong sân nhà hát nên rộng bao la, ngồi cafe ngó xe được luôn.

-- CHẤT LƯỢNG: mình uống nước cam ép, nước cam pha đường hơi nhiều nên vị ngọt sặc cảm thấy không bình thường!!

-- GIÁ CẢ: khá mềm, dao động từ 15K - 30K/phần nước.

-- DỊCH VỤ: nhân viên nhanh nhẹn và thái độ niềm nở thân thiện. Mặt trời lên chiếu xe bị nắng là có nhân viên chạy ra dắt giùm xe vô chỗ mát liền!!",0,1,0,1,1,1,0
453,Quán cà phê có rất nhiều không gian để ngồi. Trong nhà thì có tới tận 3 tầng để khách thoải mái lựa chọn. Phía ngoài còn có không gian rộng thoáng mát cùng hồ nước. So với mặt bằng chung thì giá đồ uống ở đây khá rẻ so với những quán khác. Vừa túi tiền với mọi người hơn mà đồ uống lại ngon và dễ uống hơn những quán khác. Nhưng bù lại thì không gian trong nhà hơi bí. Lúc tối mình có vào nhưng kiểu khó thở quá nên ra ngoài ngồi luôn. Trong nhà vừa bí vừa nóng nữa 😞,0,1,1,0,0,1,0
455,"Quán có không gian cảnh quan đẹp, đặc biệt có hồ cá ở giữa quán nuôi cá đẹp cực kì . Không gian quán yên tĩnh view đẹp thích hợp cho các bạn ngồi trò chuyện trong một thời gian dài mà không cảm thấy khó chịu . 
Quán sạch sẽ thoáng mát từ ngoài vào trong kể cả W C 
Phong cách phục vụ chuyên nghiệp. Bàn ghế ngồi thoải mái .
Cafe ngon hợp khẩu vị cá nhân mình .
Quán ở địa điểm khá khó tìm vì nằm trong hẻm sâu. Bù lại quán có chỗ để xe rộng rãi và có nhân viên riêng khá là yên tâm.",0,1,0,1,1,1,1
456,"Được đứa bạn rũ về quê nó chơi nó khen quán này ở sóc trăng khá ok nên cũng đi cùng với nó
Mình đi 2 người gọi 2 ly nước, 1 ly sinh tố bơ và 1 ly sinh tố mãng cầu, theo mình cảm nhận thì nướ cở quán khá là ngộ nha sinh tố có để lớp kem phía trên nữa nên khá là ngộ ấy, vị sinh tố uống cũng ngon phá chế cũng vừa miệng lắm nha
Quán phải nói là khá là đông khách luôn ấy
Nhân viên quán thân thiện và nhanh nhẹn lắm nha",0,1,0,1,0,0,0
457,Đồ ăn ngon. Nhạc êm. Khá thích hợp để tự kỷ 1 mình.,1,0,0,0,1,0,0
458,"Quán nên mở rộng thêm chỗ ngồi nhiều hơn để khách có thêm không gian riêng để check-in và yên tĩnh, quán có vẻ hợp với team đi đông hoặc gia đình, bánh ăn ok, hơi ngán, trà xanh đá xay cũng ok, nhân viên cũng ổn.",1,1,0,1,0,1,0
459,"Quán khá dễ kiếm vì nằm ngay đường lớn, không gian quán rất đẹp dù không rộng lắm. Họ chơi nhạc dịu nhẹ nên khiến mình cảm thấy rất thoải mái, giá cả của quán cũng ổn và giá dao động từ 15k đến 35k. Quán có nhiều món với tên gọi lạ và mình gọi ly choco caron, uống khá được. Mấy bạn phục vụ rất dễ thương và tận tình giới thiệu món cho tụi mình.",0,1,1,1,1,1,0
460,"Từ TT Phong Nha tới quán tầm 6 km đi đường quốc lộ dễ dàng tới nơi. Có điều tới nơi rồi còn ngỡ là nhà dân lại quay xe đi vào sâu hơn thì ngta lại chỉ về chỗ cũ 😂
Quay lại thì có 2 chị phán ngay ""đúng là bây thua Tây"" 😌😌😌
Nếu 1 lần từng tới đây rồi thì ai cũng phải công nhận rất dễ đi lạc sở dĩ quán ko có biển chỉ dẫn cụ thể, điều lưu ý nữa nên tới đây tầm 4r - 5h có nắng màu ảnh sẽ lung linh. Bọn mình tới tầm 6h mặt trời bắt đầu lặn ko chụp đc mấy. Mọi thứ ở đây rất hoang sơ, mộc mạc, đồ uống đơn giản chỉ có nước chanh, chanh leo, nước lọc, cafe... đc cái giá cũng dễ chịu, ko bị chặt chém nhiều như ở trung tâm Phong Nha. 
Mình gọi thử nước chanh leo thì thấy hơi ngọt có xin thêm đá thì thấy anh chị nói là pha với mật ong nên hơi quá tay thảo nào uống cũng thấy thơm hơn bình thường :)))
Ở trên này ko có đèn đường nên mọi người nhớ về sớm kẻo đi lại nguy hiểm nhé.",0,1,1,0,1,0,0
461,"<3 Không gian: Hơi bất ngờ vì 1 nơi như này lại có 1 quán cafe nhìn bên ngoài rất hiện đại, buổi tối lại càng sáng sủa. Tầng 2 không gian open lộng gió, ngồi buổi tối khá thích. Tầng 1 ấm cúng, cũng rất thích hợp để trò chuyện.
<3 nhân viên phục vụ ổn, dạ dạ vâng dù sometimes k có hiểu ý mình lắm
<3 đồ uống pha chán. K có cái nào hợp ý mình
<3 giá cả được xem là đắt so với khu vực này. So sánh với chất lượng càng k thấy đáng.
Nhìn chung thì cũng được xem là quán khá khá ở khu vực này",0,1,1,1,0,1,0
462,Trở lại với Mojito dương vị khá lạ với sự kết hợp của vỏ chanh và soda cùng chút hương rượu hòa nguỵên 🍹🍹 Nhưng vẫn thích vị của cafe ☕☕☕,0,1,0,0,0,0,0
463,"Cảm nhận của mình quán sạch sẽ, không gian đẹp. Nhân viên phục vụ nhiêt tình. Về mỳ thì nước hơi nhạt xíu. Thức ăn tươi.... nhưng hơi ít .trang trí đẹp.",1,1,0,1,0,1,1
464,"Mình đi ăn uống ở đây cũng vài lần rồi....mọi thứ đều ok nhưng khoản ""cơm"" của quán này thật ba chấm :))
Riêng hôm nay, quán rất ít khách, mình đợi rất lâu cho 2 phần cơm trộn và kimbap nhưng kết quả thì ""cơm"" của quán vẫn rất chán T_T Cơm rất khô, không mềm dẻo và ăn hạt cơm kiểu hơi sượng, kiểu cơm nấu mà chưa chín đẫy bung hạt gạo. Mình ưng vị cơm trộn ở đây hơn nhiều quán mình ăn nhưng mong quán đổi loại gạo và cách nấu để món ăn được hoàn thiện hơn ^^",1,0,0,0,0,0,0
465,"Quán khá nhỏ nhưng bù lại ánh sáng của quán rất đẹp. Vị trí quán ngay đường cái nên rất dễ thấy và quán chơi những bản nhạc khá hay so với nhiều quán. Món Italian soda của quán là ngon nhất theo ý kiến của mình, đặc biệt là đào và phúc bồn tử.",0,1,0,0,1,1,0
466,"Nhóm mình nghé qua quán lúc khoảng 2h nên quán rất vắng và yên tĩnh. Không gian thoáng với nhiều cây cối nên khá mát mẻ nếu ai thích ngồi ở ngoài trời. Nước ở đây uống khá thôi, mình thích đồ ngọt nên thử 1 ly cookie n cream và nó không như mình mong đợi vì không đủ vị bánh oreo. Còn về giá cả thì dao động từ 18k đến 40k cho cả nước và bánh.",1,1,1,0,0,1,0
467,"Lần thứ hai ghé lại đây với đứa bạn, lần đầu tiên tới quán vẫn chưa hoàn thiện lắm giờ quán chỉnh chu hơn rồi. Chắc không cần bàn đến không gian quán nữa vì quán trang trí đẹp, tông màu ấm, ngồi tuyệt nhất vào những ngày mưa. Mình gọi 1 nước ép cóc rất ngon mà chỉ 25k, những món khác thì giá cao hơn chút xíu. Nhân viên phục vụ ok.",0,1,1,1,0,1,0
470,"Mình thực sự ấn tượng với không gian ở quán. ánh sáng lung linh lãng mạn. Âm nhạc thì tuyệt vời, nghe ca sĩ hát nhạc sống thích cực. Đồ uống nhiều lưa chọn. Mình rất thích quán.",0,1,0,0,1,1,0
471,"Trà sữa khá ngon,có nhiều kem,bánh giá hơi đắt so với học sinh nhưng vì ngon nên cũng khá ok =))) view siêu đẹp,nhân viên cũng dtrai nữa :v ncl thích và sẽ đến đây dài dài ❤",0,1,1,1,0,1,0
472,"Thích mì cay ở quán này dữ trời, giá rẻ, mà mì và đồ ăn đầy ụ, nước súp cũng ngon nốt. Không gian đẹp xuất sắc không gì chê. ❤️
Điểm trừ duy nhất là thái độ của 2 ông nhân viên, con trai mà vô duyên quá :) chị nhân viên thì dth đó, chấn chỉnh lại thái độ nha 😌",1,0,1,1,0,1,0
473,"Quán khá rộng và thoáng, cách trang trí nhìn vui mắt. Giá ở đây khá chát cho các món ăn vặt, còn về nước uống thì chỉ tạm được. Ly mojito của chị mình khá tệ vì có vị như kem đánh răng, còn trà sữa matcha thì hơi nhạt. Nhưng trà đào, mojito purple thì khá ngon.",1,1,1,0,0,1,0
474,"Có thể nói trong các quán cafe ở sóc trăng, mình thấy quán này là quán to và đông khách nhất mình từng biết.
Tọa lạc trên đường Trần Hưng Đạo, với không gian rộng, nhiều cây xanh và thoáng mát, với trang trí đẹp, quán ghi điểm với mình bằng việc có thêm không gian máy lạnh.
Menu quán được ghi lên cây quạt, trông rất lạ mắt. Chất lượng các món ăn sáng thì mình chưa nắm nhưng món bún bì theo mình thì không được xuất sắc cho lắm. Nhân viên chưa nhiệt thình lắm, Giá cả cũng khá là ok",1,0,1,1,0,1,0
